no,KEYID,Value,AREA_CLTUR_TRRSRT_NM,PBTRNSP_CL_NM,PBTRNSP_FCLTY_NM,BSTP_NO_NM,ENTRC_NM,PBTRNSP_FCLTY_ADDR,FCLTY_LA,FCLTY_LO,DSTNC_VALUE,OPN_DE
369,15,b,부산 마라톤집,시내버스,백양교회버스정류장,,,부산광역시 부산진구 당감동 612-3,35.16441629,129.0314116,2.5551223,20231230
370,15,b,부산 마라톤집,시내버스,양정유림아파트버스정류장,13-035,,부산광역시 부산진구 양정동 285-69,35.17650092,129.0674075,2.5565433,20231230
371,15,b,부산 마라톤집,시내버스,가야2동새마을금고버스정류장,05-141,,부산광역시 부산진구 가야동 598,35.15118314,129.0291511,2.5788927,20231230
372,15,b,부산 마라톤집,시내버스,백양맨션버스정류장,05-287,,부산광역시 부산진구 부암동 581,35.16999534,129.0352665,2.5851838,20231230
373,15,b,부산 마라톤집,시내버스,삼광사입구버스정류장,05-045,,부산광역시 부산진구 초읍동 260-44,35.17724498,129.0483473,2.5873049,20231230
374,15,b,부산 마라톤집,시내버스,부산진고교버스정류장,05-038,,부산광역시 부산진구 초읍동 215-20,35.1782253,129.0536688,2.5896416,20231230
375,15,b,부산 마라톤집,시내버스,청수탕버스정류장,05-008,,부산광역시 부산진구 부암동 581,35.16991901,129.0351216,2.5899088,20231230
376,15,b,부산 마라톤집,시내버스,양지석유버스정류장,,,부산광역시 동구 수정동 451-13,35.13406997,129.0448522,2.591041,20231230
377,15,b,부산 마라톤집,시내버스,하마정버스정류장,13-037,,부산광역시 연제구 거제동 759-1,35.1767222,129.0681018,2.6030254,20231230
378,15,b,부산 마라톤집,시내버스,양지석유버스정류장,,,부산광역시 동구 수정동 452-4,35.13394596,129.04465,2.6114191,20231230
379,15,b,부산 마라톤집,시내버스,동원빌라버스정류장,,,부산광역시 동구 수정동 515-3,35.13504284,129.0414304,2.6475085,20231230
380,15,b,부산 마라톤집,시내버스,동원빌라버스정류장,,,부산광역시 동구 수정동 515-1,35.13508674,129.0412397,2.6527868,20231230
381,15,b,부산 마라톤집,시내버스,물만골중간마을버스정류장,,,부산광역시 연제구 연산동 산181-1,35.16605408,129.0830363,2.6528166,20231230
382,15,b,부산 마라톤집,시내버스,상수도사업본부버스정류장,05-004,,부산광역시 부산진구 양정동 272-1,35.17516383,129.0732555,2.6699424,20231230
383,15,b,부산 마라톤집,시내버스,가야공원입구버스정류장,05-128,,부산광역시 부산진구 가야동 488-5,35.14764106,129.0288726,2.6979815,20231230
384,16,b,부산 미스터 장 미용실,시내버스,충무쇼핑충무동새벽시장버스정류장,02-104,,부산광역시 서구 남부민동 695,35.09277406,129.0237318,2.2994125,20231230
385,16,s1,부산 미스터 장 미용실,지하철(1호선),남포역,,7번출구,부산광역시 중구 광복동1가 11,35.09861232,129.035351,2.3026971,20231230
386,16,b,부산 미스터 장 미용실,시내버스,괴정시장버스정류장,10-032,,부산광역시 사하구 괴정동 429-50,35.10083476,128.9956341,2.3257943,20231230
387,16,b,부산 미스터 장 미용실,시내버스,연안여객터미널버스정류장,,,부산광역시 중구 중앙동6가 72,35.09959843,129.0368369,2.3341512,20231230
388,16,b,부산 미스터 장 미용실,시내버스,연안여객부두정문버스정류장,01-053,,부산광역시 중구 중앙동6가 8,35.10069698,129.0380233,2.3484128,20231230
389,16,b,부산 미스터 장 미용실,시내버스,초량버스정류장,03-081,,부산광역시 동구 초량동 45-16,35.11966572,129.041537,2.3870858,20231230
390,16,s1,부산 미스터 장 미용실,지하철(1호선),남포역,,8번출구,부산광역시 중구 중앙동7가 11,35.09781192,129.0358807,2.3986733,20231230
391,16,b,부산 미스터 장 미용실,시내버스,구성분도병원버스정류장,03-083,,부산광역시 동구 초량동 92-30,35.12252674,129.0403583,2.4132376,20231230
392,16,b,부산 미스터 장 미용실,시내버스,구시청앞버스정류장,,,부산광역시 중구 중앙동7가 1-20,35.09753837,129.0359442,2.423853,20231230
393,16,b,부산 미스터 장 미용실,시내버스,중앙부두버스정류장,03-062,,부산광역시 동구 초량동 1185-1,35.11406366,129.0434538,2.4353727,20231230
394,16,b,부산 미스터 장 미용실,시내버스,수정1동공영주차장버스정류장,03-172,,부산광역시 동구 수정동 1043-60,35.12481747,129.0390251,2.4375935,20231230
395,16,b,부산 미스터 장 미용실,시내버스,영도대교버스정류장,01-061,,부산광역시 중구 중앙동7가 47,35.09734576,129.0359957,2.4421052,20231230
396,16,b,부산 미스터 장 미용실,시내버스,영도대교버스정류장,01-064,,부산광역시 중구 남포동1가 12298,35.09693566,129.0358431,2.4642803,20231230
397,16,b,부산 미스터 장 미용실,시내버스,국제연안여객터미널버스정류장,,,부산광역시 중구 중앙동4가 3-15,35.10311357,129.0414947,2.4891366,20231230
398,16,b,부산 미스터 장 미용실,시내버스,양지마을버스정류장,,,부산광역시 사하구 괴정동 1063-33,35.10447994,128.9909421,2.5158522,20231230
399,16,s1,부산 미스터 장 미용실,지하철(1호선),괴정역,,5번출구,부산광역시 사하구 괴정동 934-3,35.10033714,128.9933459,2.5298566,20231230
400,16,b,부산 미스터 장 미용실,시내버스,해인정사버스정류장,,,부산광역시 사하구 괴정동 1063-103,35.10534581,128.9903527,2.533447,20231230
401,16,s1,부산 미스터 장 미용실,지하철(1호선),괴정역,,4번출구,부산광역시 사하구 괴정동 934-3,35.09995372,128.9930134,2.5784373,20231230
402,16,s1,부산 미스터 장 미용실,지하철(1호선),괴정역,,3번출구,부산광역시 사하구 괴정동 934-3,35.10017301,128.9928074,2.5809544,20231230
403,16,s1,부산 미스터 장 미용실,지하철(1호선),초량역,,9번출구,부산광역시 동구 초량동 1170,35.12201801,129.0432529,2.6274135,20231230
404,16,b,부산 미스터 장 미용실,시내버스,뉴코아아울렛버스정류장,,,부산광역시 사하구 괴정동 955-4,35.09784794,128.9941139,2.634791,20231230
405,16,b,부산 미스터 장 미용실,시내버스,괴정역버스정류장,,,부산광역시 사하구 괴정동 936-5,35.09996698,128.9920025,2.6550932,20231230
406,16,b,부산 미스터 장 미용실,시내버스,공동어시장버스정류장,02-106,,부산광역시 서구 남부민동 690-1,35.08961007,129.0244583,2.6560002,20231230
407,16,b,부산 미스터 장 미용실,시내버스,경남여중버스정류장,03-085,,부산광역시 동구 수정동 367-55,35.12418992,129.0423668,2.6613163,20231230
408,16,s1,부산 미스터 장 미용실,지하철(1호선),괴정역,,1번출구,부산광역시 사하구 괴정동 934-3,35.09987554,128.9918422,2.6728499,20231230
409,16,b,부산 미스터 장 미용실,시내버스,프랑스문화원버스정류장,03-090,,부산광역시 동구 초량동 1142,35.12267317,129.0435823,2.6843678,20231230
410,16,b,부산 미스터 장 미용실,시내버스,대평동버스정류장,,,부산광역시 영도구 대평동2가 16923,35.09245338,129.0329267,2.6852512,20231230
411,16,b,부산 미스터 장 미용실,시내버스,구침례병원버스정류장,03-092,,부산광역시 동구 초량동 1163-6,35.12229969,129.0438678,2.6911817,20231230
412,16,b,부산 미스터 장 미용실,시내버스,수협버스정류장,,,부산광역시 사하구 감천동 549-12,35.09007153,129.0058593,2.6980655,20231230
413,17,b,부산 박달집,시내버스,동문버스정류장,11-185,,부산광역시 금정구 장전동 산2-3,35.24322433,129.0644637,2.351189,20231230
414,17,b,부산 박달집,시내버스,고별대버스정류장,,,부산광역시 금정구 장전동 산2-3,35.23943997,129.0688373,2.3899384,20231230
415,17,b,부산 박달집,시내버스,생물관버스정류장,,,부산광역시 금정구 장전동 40,35.23441779,129.0817634,2.5057537,20231230
416,17,b,부산 박달집,시내버스,우신아파트버스정류장,,,부산광역시 금정구 부곡동 399,35.23400761,129.0897686,2.5900575,20231230
417,17,b,부산 박달집,시내버스,금성동주민센터버스정류장,,,부산광역시 금정구 금성동 552-1,35.25007182,129.0569107,2.5949103,20231230
418,17,b,부산 박달집,시내버스,성불사입구버스정류장,11-242,,부산광역시 금정구 노포동 산112-3,35.27979,129.0897713,2.5983944,20231230
419,17,b,부산 박달집,시내버스,하마마을버스정류장,11-167,,부산광역시 금정구 청룡동 617-1,35.27962231,129.0771274,2.6123272,20231230
420,17,b,부산 박달집,시내버스,금성동사무소버스정류장,,,부산광역시 금정구 금성동 554-8,35.25031777,129.0564416,2.6279868,20231230
421,17,b,부산 박달집,시내버스,남문버스정류장,11-184,,부산광역시 금정구 장전동 산2-3,35.24171176,129.0619632,2.6332658,20231230
422,18,b,부산 박차정 의사 생가,시내버스,CGV동래버스정류장,06-232,,부산광역시 동래구 온천동 153-8,35.22198551,129.0853757,2.301661,20231230
423,18,s3,부산 박차정 의사 생가,지하철(3호선),사직역,,,부산광역시 동래구 사직동 161-87,35.19869686,129.065161,2.3158975,20231230
424,18,b,부산 박차정 의사 생가,시내버스,사직1치안센터버스정류장,06-098,,부산광역시 동래구 사직동 20729,35.20099336,129.0647262,2.3325605,20231230
425,18,b,부산 박차정 의사 생가,시내버스,사직운동장버스정류장,,,부산광역시 동래구 사직동 100-10,35.19542202,129.0654433,2.3710851,20231230
426,18,b,부산 박차정 의사 생가,시내버스,창신초등학교버스정류장,13-143,,부산광역시 연제구 거제동 894-26,35.19252467,129.0668204,2.3714864,20231230
427,18,b,부산 박차정 의사 생가,시내버스,금강초등학교버스정류장,,,부산광역시 동래구 온천동 1263,35.2023514,129.0642685,2.3739476,20231230
428,18,s3,부산 박차정 의사 생가,지하철(3호선),종합운동장역,,,부산광역시 연제구 거제동 1191-2,35.19114371,129.0676684,2.3741789,20231230
429,18,b,부산 박차정 의사 생가,시내버스,금강초등학교버스정류장,,,부산광역시 동래구 사직동 20090,35.20216826,129.0642494,2.3751461,20231230
430,18,b,부산 박차정 의사 생가,시내버스,명장SK아파트버스정류장,09-266,,부산광역시 해운대구 반여동 1502-27,35.20255677,129.1166789,2.3911166,20231230
431,18,s4,부산 박차정 의사 생가,광역전철(동해선),부산원동역,,2번출구,부산광역시 해운대구 재송동 1063-1,35.19382649,129.115015,2.4030565,20231230
432,18,b,부산 박차정 의사 생가,시내버스,거성교차로버스정류장,13-020,,부산광역시 연제구 거제동 987-8,35.18981242,129.0679876,2.4263473,20231230
433,18,b,부산 박차정 의사 생가,시내버스,화신아파트버스정류장,06-055,,부산광역시 동래구 온천동 1119-95,35.21054347,129.0659318,2.4297306,20231230
434,18,b,부산 박차정 의사 생가,시내버스,거성교차로버스정류장,13-021,,부산광역시 연제구 거제동 1434-59,35.18988596,129.0675929,2.4521172,20231230
435,18,b,부산 박차정 의사 생가,시내버스,동암학교버스정류장,,,부산광역시 연제구 연산동 10-61,35.18190019,129.1023581,2.4553301,20231230
436,18,b,부산 박차정 의사 생가,시내버스,시영아파트120동버스정류장,,,부산광역시 금정구 부곡동 958,35.22308207,129.0974474,2.4632422,20231230
437,18,b,부산 박차정 의사 생가,시내버스,동암학교버스정류장,,,부산광역시 연제구 연산동 11-6,35.18184106,129.1025279,2.4680867,20231230
438,18,b,부산 박차정 의사 생가,시내버스,금사중학입구버스정류장,11-148,,부산광역시 금정구 서동 118-7,35.21752202,129.1096029,2.479161,20231230
439,18,b,부산 박차정 의사 생가,시내버스,거제교회버스정류장,,,부산광역시 연제구 거제동 887-3,35.1871001,129.0697366,2.480647,20231230
440,18,b,부산 박차정 의사 생가,시내버스,부산은행버스정류장,,,부산광역시 연제구 연산동 1331-25,35.18143508,129.0787164,2.4897794,20231230
441,18,b,부산 박차정 의사 생가,시내버스,부산은행연제점버스정류장,13-047,,부산광역시 연제구 연산동 1330-9,35.18173274,129.0779458,2.4908546,20231230
442,18,b,부산 박차정 의사 생가,시내버스,연산초등학교버스정류장,13-114,,부산광역시 연제구 연산동 2346,35.17985773,129.0842324,2.4916642,20231230
443,18,b,부산 박차정 의사 생가,시내버스,화신아파트버스정류장,06-058,,부산광역시 동래구 온천동 1129-2,35.21063893,129.0652223,2.4930217,20231230
444,18,b,부산 박차정 의사 생가,시내버스,화랑아파트버스정류장,,,부산광역시 연제구 거제동 867-29,35.1872775,129.0691205,2.5106119,20231230
445,18,b,부산 박차정 의사 생가,시내버스,금사전화국버스정류장,11-143,,부산광역시 금정구 금사동 108-12,35.21516642,129.1127805,2.5267604,20231230
446,18,b,부산 박차정 의사 생가,시내버스,연산2동사무소버스정류장,,,부산광역시 연제구 연산동 1645-38,35.18029263,129.0808335,2.5330967,20231230
447,18,b,부산 박차정 의사 생가,시내버스,사직시장버스정류장,,,부산광역시 동래구 사직동 19-55,35.20125469,129.0624679,2.5369157,20231230
448,18,b,부산 박차정 의사 생가,시내버스,동서그린아파트버스정류장,,,부산광역시 연제구 연산동 22-19,35.18117919,129.1027186,2.5417266,20231230
449,18,b,부산 박차정 의사 생가,시내버스,대우실업버스정류장,,,부산광역시 해운대구 반여동 1411-8,35.19832814,129.1180674,2.5431199,20231230
450,18,b,부산 박차정 의사 생가,시내버스,동서그린아파트버스정류장,,,부산광역시 연제구 연산동 10-55,35.18108767,129.1025698,2.5449515,20231230
451,18,b,부산 박차정 의사 생가,시내버스,탑마트버스정류장,,,부산광역시 연제구 거제동 867-9,35.18788207,129.0679895,2.5494758,20231230
452,18,b,부산 박차정 의사 생가,시내버스,일동아파트버스정류장,09-264,,부산광역시 해운대구 반여동 1502-27,35.20460527,129.1182449,2.5520547,20231230
453,18,b,부산 박차정 의사 생가,시내버스,대우실업버스정류장,,,부산광역시 해운대구 반여동 1663,35.19826143,129.1183097,2.5659923,20231230
454,18,b,부산 박차정 의사 생가,시내버스,사직실내수영장버스정류장,06-218,,부산광역시 동래구 사직동 930-2,35.19292886,129.0642196,2.5694577,20231230
455,18,b,부산 박차정 의사 생가,시내버스,식물원입구버스정류장,11-098,,부산광역시 동래구 온천동 1760,35.22418481,129.0823068,2.6062231,20231230
456,18,b,부산 박차정 의사 생가,시내버스,삼익그린아파트버스정류장,,,부산광역시 해운대구 반여동 1405-31,35.19668212,129.1184641,2.6116577,20231230
457,18,b,부산 박차정 의사 생가,시내버스,장산초등학교버스정류장,09-200,,부산광역시 해운대구 반여동 1441-85,35.20057121,129.1192882,2.6292765,20231230
458,18,b,부산 박차정 의사 생가,시내버스,반여동부산은행버스정류장,09-196,,부산광역시 해운대구 반여동 1403-24,35.19633302,129.1186663,2.6381159,20231230
459,18,b,부산 박차정 의사 생가,시내버스,사직사거리버스정류장,06-123,,부산광역시 동래구 사직동 28277,35.19823536,129.0614723,2.654966,20231230
460,18,b,부산 박차정 의사 생가,시내버스,벽산한솔타운버스정류장,09-269,,부산광역시 해운대구 반여동 1063-2,35.20632951,129.1190651,2.656418,20231230
461,18,b,부산 박차정 의사 생가,시내버스,효자암버스정류장,06-029,,부산광역시 동래구 온천동 산109-2,35.21589166,129.0666987,2.6688023,20231230
462,18,s1,부산 박차정 의사 생가,지하철(1호선),시청역,,8번출구,부산광역시 연제구 연산동 1416-2,35.18010652,129.0771087,2.6865547,20231230
463,18,b,부산 박차정 의사 생가,시내버스,삼어마을입구버스정류장,,,부산광역시 해운대구 반여동 1217-5,35.2038156,129.1198871,2.6910252,20231230
464,18,b,부산 박차정 의사 생가,시내버스,사직실내수영장버스정류장,,,부산광역시 연제구 거제동 1208,35.19180559,129.0632955,2.6958468,20231230
465,18,b,부산 박차정 의사 생가,시내버스,거제삼정그린코아버스정류장,,,부산광역시 연제구 거제동 1198-8,35.19040941,129.0641233,2.6960317,20231230
466,19,b,부산 쉐라미과자점,시내버스,위생병원버스정류장,02-035,,부산광역시 서구 서대신동2가 394-7,35.11151969,129.0118202,2.2990543,20231230
467,19,b,부산 쉐라미과자점,시내버스,부산서교회버스정류장,,,부산광역시 서구 부민동3가 54-297,35.10209923,129.0163862,2.3217488,20231230
468,19,s1,부산 쉐라미과자점,지하철(1호선),서대신역,,3번출구,부산광역시 서구 서대신동3가 338,35.1113328,129.0123103,2.3243196,20231230
469,19,b,부산 쉐라미과자점,시내버스,한신아파트버스정류장,,,부산광역시 사하구 신평동 437,35.0976518,128.9654367,2.3397291,20231230
470,19,s1,부산 쉐라미과자점,지하철(1호선),하단역,,6번출구,부산광역시 사하구 하단동 491,35.10604234,128.9664668,2.3403399,20231230
471,19,b,부산 쉐라미과자점,시내버스,위생병원버스정류장,02-034,,부산광역시 서구 서대신동3가 597-7,35.11264497,129.0116638,2.3610541,20231230
472,19,b,부산 쉐라미과자점,시내버스,남성한빛가든버스정류장,10-004,,부산광역시 사하구 감천동 53-20,35.08440854,129.009012,2.3656316,20231230
473,19,s1,부산 쉐라미과자점,지하철(1호선),하단역,,4번출구,부산광역시 사하구 하단동 491,35.10604613,128.9661311,2.3696329,20231230
474,19,s1,부산 쉐라미과자점,지하철(1호선),하단역,,3번출구,부산광역시 사하구 하단동 491,35.10640854,128.966135,2.3814696,20231230
475,19,b,부산 쉐라미과자점,시내버스,롯데마트버스정류장,10-074,,부산광역시 사하구 장림동 1033-2,35.08506892,128.9719577,2.3836085,20231230
476,19,b,부산 쉐라미과자점,시내버스,하단역버스정류장,10-077,,부산광역시 사하구 하단동 491,35.10627309,128.9659434,2.3934561,20231230
477,19,b,부산 쉐라미과자점,시내버스,롯데마트버스정류장,,,부산광역시 사하구 장림동 1033-2,35.08458817,128.9723068,2.3979265,20231230
478,19,b,부산 쉐라미과자점,시내버스,고려수산버스정류장,,,부산광역시 사하구 감천동 387-8,35.08206626,129.0061071,2.3997178,20231230
479,19,b,부산 쉐라미과자점,시내버스,부민석유버스정류장,,,부산광역시 서구 부용동2가 34029,35.10619433,129.0163404,2.4112709,20231230
480,19,b,부산 쉐라미과자점,시내버스,서대신동역버스정류장,,,부산광역시 서구 서대신동3가 333-5,35.11191067,129.0130599,2.4167162,20231230
481,19,b,부산 쉐라미과자점,시내버스,롯데마트버스정류장,,,부산광역시 사하구 장림동 1033-8,35.08426781,128.9723373,2.4211904,20231230
482,19,b,부산 쉐라미과자점,시내버스,하단역버스정류장,10-078,,부산광역시 사하구 하단동 491,35.10618061,128.965576,2.4222934,20231230
483,19,b,부산 쉐라미과자점,시내버스,대림APT버스정류장,,,부산광역시 서구 부민동3가 20-20,35.10443377,129.0172312,2.4398415,20231230
484,19,b,부산 쉐라미과자점,시내버스,부산대학병원버스정류장,,,부산광역시 서구 아미동2가 67-54,35.09973208,129.0179807,2.4523579,20231230
485,19,b,부산 쉐라미과자점,시내버스,장림2파출소버스정류장,,,부산광역시 사하구 장림동 187-5,35.07997036,128.9779849,2.5009656,20231230
486,19,s1,부산 쉐라미과자점,지하철(1호선),하단역,,1번출구,부산광역시 사하구 하단동 491,35.10641041,128.9647349,2.502938,20231230
487,19,b,부산 쉐라미과자점,시내버스,장림초등교버스정류장,,,부산광역시 사하구 장림동 316-2,35.08069143,128.9763618,2.5060732,20231230
488,19,b,부산 쉐라미과자점,시내버스,하단1동주민센터버스정류장,10-104,,부산광역시 사하구 하단동 605-46,35.1042914,128.9639891,2.5102891,20231230
489,19,b,부산 쉐라미과자점,시내버스,하단1동주민센터버스정류장,10-105,,부산광역시 사하구 하단동 608-68,35.10386598,128.9637602,2.5217297,20231230
490,19,b,부산 쉐라미과자점,시내버스,감천초등학교버스정류장,10-002,,부산광역시 사하구 감천동 294-20,35.08267658,129.0092676,2.5234802,20231230
491,19,b,부산 쉐라미과자점,시내버스,협진태양맨션버스정류장,,,부산광역시 사하구 장림동 244-6,35.07900527,128.9790416,2.5534308,20231230
492,19,b,부산 쉐라미과자점,시내버스,향학서점버스정류장,,,부산광역시 사하구 하단동 506-6,35.1106047,128.966032,2.5729699,20231230
493,19,b,부산 쉐라미과자점,시내버스,협진태양맨션버스정류장,,,부산광역시 사하구 장림동 244-1,35.0788603,128.9788928,2.5737941,20231230
494,19,b,부산 쉐라미과자점,시내버스,대명빌라버스정류장,,,부산광역시 서구 서대신동3가 161-21,35.11727041,129.0095848,2.5762697,20231230
495,19,b,부산 쉐라미과자점,시내버스,안구평버스정류장,,,부산광역시 사하구 구평동 214,35.07650841,128.9906649,2.5868199,20231230
496,19,b,부산 쉐라미과자점,시내버스,토성동역버스정류장,,,부산광역시 서구 아미동1가 3-21,35.09935823,129.0195524,2.5957493,20231230
497,19,s1,부산 쉐라미과자점,지하철(1호선),토성역,,6번출구,부산광역시 서구 아미동1가 11-03,35.10003748,129.0195763,2.597678,20231230
498,19,s1,부산 쉐라미과자점,지하철(1호선),토성역,,4번출구,부산광역시 서구 아미동1가 11-03,35.10050078,129.019623,2.6030168,20231230
499,19,s1,부산 쉐라미과자점,지하철(1호선),토성역,,2번출구,부산광역시 서구 아미동1가 11-03,35.10188841,129.0197349,2.622504,20231230
500,19,s1,부산 쉐라미과자점,지하철(1호선),토성역,,5번출구,부산광역시 서구 토성동3가 11-03,35.1000163,129.0198995,2.6270538,20231230
501,19,b,부산 쉐라미과자점,시내버스,부경고교버스정류장,02-031,,부산광역시 서구 서대신동3가 521,35.11422809,129.0139202,2.6310437,20231230
502,19,b,부산 쉐라미과자점,시내버스,서원탑마트버스정류장,,,부산광역시 사하구 신평동 408-2,35.09588183,128.9624936,2.6313858,20231230
503,19,b,부산 쉐라미과자점,시내버스,부산대학병원버스정류장,02-064,,부산광역시 서구 토성동3가 3-30,35.10141253,129.0200159,2.6437918,20231230
504,19,b,부산 쉐라미과자점,시내버스,부산대학병원버스정류장,02-063,,부산광역시 서구 토성동3가 3-6,35.10168904,129.0200464,2.6488544,20231230
505,19,b,부산 쉐라미과자점,시내버스,초장동버스정류장,02-099,,부산광역시 서구 초장동 127-1,35.09260623,129.0188275,2.6519757,20231230
506,19,b,부산 쉐라미과자점,시내버스,삼경아파트버스정류장,,,부산광역시 사하구 장림동 60-20,35.07676788,128.9832339,2.6541604,20231230
507,19,b,부산 쉐라미과자점,시내버스,효목빌라버스정류장,,,부산광역시 서구 서대신동3가 산33-39,35.1184263,129.0094094,2.6646274,20231230
508,19,s1,부산 쉐라미과자점,지하철(1호선),동대신역,,6번출구,부산광역시 서구 서대신동2가 428-9,35.11022261,129.0175346,2.6770674,20231230
509,19,b,부산 쉐라미과자점,시내버스,서부교회버스정류장,02-052,,부산광역시 서구 서대신동1가 52-15,35.10928231,129.0181106,2.6814408,20231230
510,19,s1,부산 쉐라미과자점,지하철(1호선),동대신역,,2번출구,부산광역시 서구 서대신동2가 428-9,35.11137046,129.0170231,2.6939423,20231230
511,19,s1,부산 쉐라미과자점,지하철(1호선),신평역,,6번출구,부산광역시 사하구 신평동 646,35.0954766,128.9618769,2.6943694,20231230
512,20,b,부산 신흥관,시내버스,해강중고교버스정류장,09-320,,부산광역시 해운대구 우동 1417-1,35.16349379,129.136551,2.4075473,20231230
513,20,s4,부산 신흥관,광역전철(동해선),신해운대역,,2번출구,부산광역시 해운대구 좌동 132,35.1814422,129.1770406,2.4344186,20231230
514,20,s4,부산 신흥관,광역전철(동해선),신해운대역,,,부산광역시 해운대구 좌동 132,35.18173269,129.1769106,2.4559034,20231230
515,20,b,부산 신흥관,시내버스,시립미술관벡스코버스정류장,70-008,,부산광역시 해운대구 우동 1127-45,35.16723789,129.1364672,2.4640289,20231230
516,20,s4,부산 신흥관,광역전철(동해선),벡스코역,,3번출구,부산광역시 해운대구 우동 1111-2,35.17174464,129.1357302,2.6732193,20231230
517,21,b,부산 양산도집,시내버스,구학초등학교버스정류장,15-160,,부산광역시 사상구 학장동 17715,35.13728074,128.994889,2.3500653,20231230
518,21,b,부산 양산도집,시내버스,작지버스정류장,,,부산광역시 강서구 대저2동 44996,35.14355838,128.9499745,2.366813,20231230
519,21,b,부산 양산도집,시내버스,우성산업버스정류장,15-206,,부산광역시 사상구 학장동 225-6,35.14956806,128.981858,2.3690102,20231230
520,21,b,부산 양산도집,시내버스,우림아파트버스정류장,,,부산광역시 사하구 당리동 33-50,35.10929424,128.9777871,2.4415505,20231230
521,21,b,부산 양산도집,시내버스,주물공단입구버스정류장,15-008,,부산광역시 사상구 감전동 164-5,35.15158231,128.9786747,2.4697193,20231230
522,21,b,부산 양산도집,시내버스,혜성1차아파트버스정류장,,,부산광역시 사하구 당리동 2-17,35.10958793,128.9799423,2.4716321,20231230
523,21,b,부산 양산도집,시내버스,학장입구버스정류장,15-207,,부산광역시 사상구 학장동 257-20,35.14954518,128.9854268,2.5258791,20231230
524,21,b,부산 양산도집,시내버스,학장입구버스정류장,15-134,,부산광역시 사상구 학장동 258-1,35.14978356,128.9860524,2.5790944,20231230
525,21,b,부산 양산도집,시내버스,가락타운104동버스정류장,10-100,,부산광역시 사하구 하단동 1161-2,35.10930783,128.9586906,2.5791363,20231230
526,21,s1,부산 양산도집,지하철(1호선),하단역,,9번출구,부산광역시 사하구 하단동 491,35.10644277,128.9685057,2.6714398,20231230
527,21,s1,부산 양산도집,지하철(1호선),하단역,,7번출구,부산광역시 사하구 하단동 491,35.10639703,128.9676227,2.6830119,20231230
528,21,s1,부산 양산도집,지하철(1호선),하단역,,3번출구,부산광역시 사하구 하단동 491,35.10640854,128.966135,2.6980664,20231230
529,22,s1,부산 오륜대한국순교자박물관,지하철(1호선),남산역,,5번출구,부산광역시 금정구 남산동 136-1,35.26564883,129.0923727,2.3493297,20231230
530,22,b,부산 오륜대한국순교자박물관,시내버스,남산동럭키아파트버스정류장,11-034,,부산광역시 금정구 남산동 124-1,35.2650753,129.0887686,2.4196039,20231230
531,22,b,부산 오륜대한국순교자박물관,시내버스,남산동기점버스정류장,,,부산광역시 금정구 구서동 1006-1,35.26333914,129.0850617,2.432067,20231230
532,22,b,부산 오륜대한국순교자박물관,시내버스,남산동기점버스정류장,,,부산광역시 금정구 남산동 999-1,35.26358317,129.0851742,2.4480265,20231230
533,22,b,부산 오륜대한국순교자박물관,시내버스,남산동럭키아파트버스정류장,11-035,,부산광역시 금정구 남산동 481-9,35.26536457,129.0886285,2.4540352,20231230
534,22,b,부산 오륜대한국순교자박물관,시내버스,남산성당버스정류장,11-162,,부산광역시 금정구 남산동 992-7,35.26400466,129.0848652,2.5024627,20231230
535,22,b,부산 오륜대한국순교자박물관,시내버스,금정초등학교버스정류장,11-091,,부산광역시 금정구 장전동 632-11,35.22671958,129.0856867,2.5228244,20231230
536,22,b,부산 오륜대한국순교자박물관,시내버스,시영아파트120동버스정류장,,,부산광역시 금정구 부곡동 958,35.22308207,129.0974474,2.534684,20231230
537,22,b,부산 오륜대한국순교자박물관,시내버스,금정초등학교버스정류장,11-093,,부산광역시 금정구 장전동 538-1,35.22699617,129.0828924,2.6460413,20231230
538,22,b,부산 오륜대한국순교자박물관,시내버스,미술관버스정류장,,,부산광역시 금정구 장전동 산30,35.23258487,129.0761652,2.6784682,20231230
539,22,b,부산 오륜대한국순교자박물관,시내버스,욱성화학주버스정류장,11-158,,부산광역시 금정구 회동동 157-6,35.22594672,129.1181652,2.6988309,20231230
540,22,b,부산 오륜대한국순교자박물관,시내버스,회동동기점버스정류장,11-161,,부산광역시 금정구 회동동 444-16,35.23041558,129.1239903,2.6992914,20231230
541,23,b,부산 원도심 근대문화유산,시내버스,신선초교입구버스정류장,,,부산광역시 영도구 신선동3가 100-3,35.08356309,129.0464192,2.3122026,20231230
542,23,b,부산 원도심 근대문화유산,시내버스,테크노과학고버스정류장,,,부산광역시 영도구 영선동4가 200,35.08144399,129.0413799,2.314333,20231230
543,23,b,부산 원도심 근대문화유산,시내버스,대원APT버스정류장,,,부산광역시 영도구 영선동4가 245-1,35.08185981,129.0427418,2.3183508,20231230
544,23,b,부산 원도심 근대문화유산,시내버스,신선초교입구버스정류장,,,부산광역시 영도구 신선동3가 99-17,35.08353449,129.0465908,2.3234722,20231230
545,23,b,부산 원도심 근대문화유산,시내버스,부산컴퓨터과학고교버스정류장,03-042,,부산광역시 동구 초량동 795-32,35.12217392,129.0339057,2.3659058,20231230
546,23,b,부산 원도심 근대문화유산,시내버스,청학고개버스정류장,04-112,,부산광역시 영도구 청학동 268-39,35.09400187,129.0570682,2.3690649,20231230
