no,KEYID,Value,AREA_CLTUR_TRRSRT_NM,PBTRNSP_CL_NM,PBTRNSP_FCLTY_NM,BSTP_NO_NM,ENTRC_NM,PBTRNSP_FCLTY_ADDR,FCLTY_LA,FCLTY_LO,DSTNC_VALUE,OPN_DE
188,9,b,동아대학교 석당박물관,시내버스,남성한빛가든버스정류장,10-004,,부산광역시 사하구 감천동 53-20,35.08440854,129.009012,2.3487952,20231230
189,9,b,동아대학교 석당박물관,시내버스,부일전자외국어고교버스정류장,,,부산광역시 사하구 감천동 715-1,35.08963484,129.0001162,2.3543327,20231230
190,9,s5,동아대학교 석당박물관,기차(철도),부산역,KTX,,부산광역시 동구 초량동 1187-1,35.11515514,129.0413652,2.3659463,20231230
191,9,b,동아대학교 석당박물관,시내버스,영도우체국버스정류장,04-009,,부산광역시 영도구 대교동2가 125-15,35.09152058,129.0410329,2.3905308,20231230
192,9,b,동아대학교 석당박물관,시내버스,뉴코아아울렛버스정류장,,,부산광역시 사하구 괴정동 955-4,35.09784794,128.9941139,2.393149,20231230
193,9,s1,동아대학교 석당박물관,지하철(1호선),괴정역,,5번출구,부산광역시 사하구 괴정동 934-3,35.10033714,128.9933459,2.4015339,20231230
194,9,b,동아대학교 석당박물관,시내버스,영도우체국버스정류장,04-008,,부산광역시 영도구 대교동2가 100-7,35.09160461,129.0416147,2.4290598,20231230
195,9,b,동아대학교 석당박물관,시내버스,부산컴퓨터과학고교버스정류장,03-042,,부산광역시 동구 초량동 795-32,35.12217392,129.0339057,2.4368988,20231230
196,9,s1,동아대학교 석당박물관,지하철(1호선),괴정역,,4번출구,부산광역시 사하구 괴정동 934-3,35.09995372,128.9930134,2.4384148,20231230
197,9,b,동아대학교 석당박물관,시내버스,영도봉래시장버스정류장,04-002,,부산광역시 영도구 봉래동2가 17593,35.09328302,129.0431482,2.452419,20231230
198,9,s1,동아대학교 석당박물관,지하철(1호선),괴정역,,3번출구,부산광역시 사하구 괴정동 934-3,35.10017301,128.9928074,2.4528104,20231230
199,9,b,동아대학교 석당박물관,시내버스,홈플러스버스정류장,04-141,,부산광역시 영도구 봉래동2가 151-1,35.09571676,129.0446494,2.46302,20231230
200,9,b,동아대학교 석당박물관,시내버스,중앙부두버스정류장,03-062,,부산광역시 동구 초량동 1185-1,35.11406366,129.0434538,2.4696577,20231230
201,9,b,동아대학교 석당박물관,시내버스,알로이시오기념병원버스정류장,02-131,,부산광역시 서구 암남동 10-4,35.08218057,129.0128649,2.4703624,20231230
202,9,b,동아대학교 석당박물관,시내버스,크로버호텔버스정류장,,,부산광역시 사하구 괴정동 477-34,35.09617521,128.9938239,2.4754344,20231230
203,9,b,동아대학교 석당박물관,시내버스,미광APT버스정류장,,,부산광역시 영도구 봉래동3가 131-1,35.09447131,129.0442354,2.4822059,20231230
204,9,b,동아대학교 석당박물관,시내버스,홈플러스버스정류장,04-142,,부산광역시 영도구 봉래동3가 181-2,35.09565001,129.0448782,2.4851109,20231230
205,9,b,동아대학교 석당박물관,시내버스,감천초등학교버스정류장,10-002,,부산광역시 사하구 감천동 294-20,35.08267658,129.0092676,2.5176299,20231230
206,9,b,동아대학교 석당박물관,시내버스,삼풍아파트버스정류장,10-027,,부산광역시 사하구 괴정동 487-9,35.09589294,128.9934558,2.5176649,20231230
207,9,b,동아대학교 석당박물관,시내버스,부산고교버스정류장,03-069,,부산광역시 동구 초량동 281-17,35.12026458,129.038365,2.5193489,20231230
208,9,b,동아대학교 석당박물관,시내버스,초량시장입구버스정류장,03-074,,부산광역시 동구 초량동 197-41,35.11846984,129.0405776,2.5274555,20231230
209,9,b,동아대학교 석당박물관,시내버스,괴정역버스정류장,,,부산광역시 사하구 괴정동 936-5,35.09996698,128.9920025,2.5288012,20231230
210,9,b,동아대학교 석당박물관,시내버스,봉래동로터리버스정류장,,,부산광역시 영도구 봉래동3가 107-1,35.09325441,129.0442125,2.539542,20231230
211,9,s1,동아대학교 석당박물관,지하철(1호선),괴정역,,1번출구,부산광역시 사하구 괴정동 934-3,35.09987554,128.9918422,2.5448819,20231230
212,9,b,동아대학교 석당박물관,시내버스,감천초교버스정류장,,,부산광역시 사하구 감천동 387-16,35.08342813,129.006357,2.5520622,20231230
213,9,b,동아대학교 석당박물관,시내버스,초량시장입구버스정류장,03-073,,부산광역시 동구 초량동 174-59,35.11865201,129.0408295,2.5580317,20231230
214,9,b,동아대학교 석당박물관,시내버스,인디언모드버스정류장,,,부산광역시 영도구 남항동2가 272-6,35.08852613,129.0407906,2.5776593,20231230
215,9,b,동아대학교 석당박물관,시내버스,삼양슈퍼버스정류장,,,부산광역시 사하구 괴정동 485-9,35.0967131,128.9922885,2.5885468,20231230
216,9,b,동아대학교 석당박물관,시내버스,양지마을버스정류장,,,부산광역시 사하구 괴정동 1063-33,35.10447994,128.9909421,2.591436,20231230
217,9,b,동아대학교 석당박물관,시내버스,교통순찰대버스정류장,04-057,,부산광역시 영도구 봉래동3가 31929,35.09353294,129.0453646,2.6195213,20231230
218,9,b,동아대학교 석당박물관,시내버스,해동병원버스정류장,04-004,,부산광역시 영도구 영선동1가 23833,35.09128238,129.0442277,2.6486049,20231230
219,9,b,동아대학교 석당박물관,시내버스,해인정사버스정류장,,,부산광역시 사하구 괴정동 1063-103,35.10534581,128.9903527,2.6497521,20231230
220,9,b,동아대학교 석당박물관,시내버스,감천삼거리버스정류장,10-025,,부산광역시 사하구 괴정동 483-19,35.09347634,128.9929999,2.6603805,20231230
221,9,b,동아대학교 석당박물관,시내버스,암남동주민센터버스정류장,02-126,,부산광역시 서구 암남동 32509,35.07985738,129.0213297,2.6614498,20231230
222,9,b,동아대학교 석당박물관,시내버스,초량버스정류장,03-081,,부산광역시 동구 초량동 45-16,35.11966572,129.041537,2.6804531,20231230
223,9,b,동아대학교 석당박물관,시내버스,초량6동버스정류장,03-040,,부산광역시 동구 초량동 754-5,35.12428732,129.0348518,2.6816515,20231230
224,9,b,동아대학교 석당박물관,시내버스,암남동주민센터버스정류장,02-127,,부산광역시 서구 암남동 32629,35.07965334,129.0217035,2.686512,20231230
225,9,b,동아대학교 석당박물관,시내버스,장평중학교버스정류장,,,부산광역시 사하구 괴정동 493-10,35.09348007,128.9926528,2.6887624,20231230
226,9,b,동아대학교 석당박물관,시내버스,고려수산버스정류장,,,부산광역시 사하구 감천동 387-8,35.08206626,129.0061071,2.6971462,20231230
227,10,b,백구당,시내버스,위생병원버스정류장,02-035,,부산광역시 서구 서대신동2가 394-7,35.11151969,129.0118202,2.3004658,20231230
228,10,b,백구당,시내버스,남도여중버스정류장,04-041,,부산광역시 영도구 신선동2가 33725,35.08596252,129.0461903,2.3019805,20231230
229,10,b,백구당,시내버스,영선위로터리버스정류장,04-029,,부산광역시 영도구 영선동3가 105,35.08473613,129.042099,2.3066797,20231230
230,10,b,백구당,시내버스,부산서중학교버스정류장,03-037,,부산광역시 동구 수정동 1048-35,35.12595811,129.0357769,2.3505811,20231230
231,10,b,백구당,시내버스,위생병원버스정류장,02-034,,부산광역시 서구 서대신동3가 597-7,35.11264497,129.0116638,2.357186,20231230
232,10,b,백구당,시내버스,샛별APT버스정류장,,,부산광역시 영도구 신선동2가 166-7,35.08509658,129.0470258,2.421241,20231230
233,10,b,백구당,시내버스,천마우편취급국버스정류장,02-114,,부산광역시 서구 남부민동 252-6,35.08591324,129.022478,2.4241566,20231230
234,10,b,백구당,시내버스,YMCA버스정류장,03-095,,부산광역시 동구 초량동 1152-5,35.12517409,129.045575,2.4335516,20231230
235,10,b,백구당,시내버스,샛별APT버스정류장,,,부산광역시 영도구 신선동2가 164-41,35.08500121,129.0471802,2.4368139,20231230
236,10,b,백구당,시내버스,YMCA버스정류장,03-097,,부산광역시 동구 초량동 1143-16,35.12535526,129.0451057,2.4370622,20231230
237,10,b,백구당,시내버스,민들레맨션버스정류장,02-155,,부산광역시 서구 서대신동2가 455-22,35.10912412,129.0094664,2.4380686,20231230
238,10,b,백구당,시내버스,자유APT버스정류장,,,부산광역시 서구 서대신동2가 394-7,35.10951168,129.0095636,2.4382519,20231230
239,10,b,백구당,시내버스,청학시장버스정류장,04-160,,부산광역시 영도구 청학동 256-44,35.09405344,129.0592844,2.4532365,20231230
240,10,b,백구당,시내버스,영광APT버스정류장,,,부산광역시 영도구 신선동2가 180-2,35.08430693,129.0469208,2.4971444,20231230
241,10,b,백구당,시내버스,천마우편취급국버스정류장,02-115,,부산광역시 서구 남부민동 484-1,35.08513307,129.02219,2.5125208,20231230
242,10,b,백구당,시내버스,청학동부산은행버스정류장,04-067,,부산광역시 영도구 청학동 221-6,35.09655013,129.0614609,2.5135296,20231230
243,10,b,백구당,시내버스,구감버스정류장,,,부산광역시 사하구 감천동 13-1664,35.09556837,129.0103817,2.5264141,20231230
244,10,b,백구당,시내버스,고관입구버스정류장,03-100,,부산광역시 동구 수정동 35186,35.12626696,129.0450142,2.5295132,20231230
245,10,b,백구당,시내버스,신선초교입구버스정류장,,,부산광역시 영도구 신선동3가 100-3,35.08356309,129.0464192,2.5552246,20231230
246,10,b,백구당,시내버스,신선초교입구버스정류장,,,부산광역시 영도구 신선동3가 99-17,35.08353449,129.0465908,2.5641332,20231230
247,10,b,백구당,시내버스,부산보건고버스정류장,04-032,,부산광역시 영도구 영선동4가 186-68,35.08212123,129.0412426,2.5729249,20231230
248,10,b,백구당,시내버스,자유APT버스정류장,,,부산광역시 서구 서대신동3가 704-14,35.11202711,129.008818,2.577346,20231230
249,10,b,백구당,시내버스,고관입구버스정류장,03-098,,부산광역시 동구 수정동 1094-1,35.12670377,129.0458649,2.6017123,20231230
250,10,b,백구당,시내버스,창신슈퍼버스정류장,04-167,,부산광역시 영도구 청학동 466-15,35.08996208,129.0579035,2.6062389,20231230
251,10,b,백구당,시내버스,대원APT버스정류장,,,부산광역시 영도구 영선동4가 245-1,35.08185981,129.0427418,2.6310712,20231230
252,10,b,백구당,시내버스,남부민2동주민센터버스정류장,02-174,,부산광역시 서구 남부민동 465-85,35.08477842,129.0201166,2.6434585,20231230
253,10,b,백구당,시내버스,구덕초등학교버스정류장,02-002,,부산광역시 서구 서대신동3가 758,35.11963551,129.0129628,2.6475079,20231230
254,10,b,백구당,시내버스,테크노과학고버스정류장,,,부산광역시 영도구 영선동4가 200,35.08144399,129.0413799,2.649224,20231230
255,10,b,백구당,시내버스,동부우체국버스정류장,,,부산광역시 동구 수정동 20852,35.12709059,129.0465474,2.664247,20231230
256,11,b,부산 경남고등학교 덕형관,시내버스,토성동역버스정류장,,,부산광역시 서구 아미동1가 3-21,35.09935823,129.0195524,2.3177162,20231230
257,11,b,부산 경남고등학교 덕형관,시내버스,YMCA버스정류장,03-097,,부산광역시 동구 초량동 1143-16,35.12535526,129.0451057,2.3506788,20231230
258,11,b,부산 경남고등학교 덕형관,시내버스,대티터널입구버스정류장,10-035,,부산광역시 사하구 괴정동 347-13,35.10369203,129.0036412,2.3651209,20231230
259,11,b,부산 경남고등학교 덕형관,시내버스,고관입구버스정류장,03-100,,부산광역시 동구 수정동 35186,35.12626696,129.0450142,2.3694528,20231230
260,11,b,부산 경남고등학교 덕형관,시내버스,세관앞버스정류장,01-045,,부산광역시 중구 중앙동4가 17-26,35.10501723,129.0385231,2.3824084,20231230
261,11,b,부산 경남고등학교 덕형관,시내버스,YMCA버스정류장,03-095,,부산광역시 동구 초량동 1152-5,35.12517409,129.045575,2.3873475,20231230
262,11,b,부산 경남고등학교 덕형관,시내버스,부산세관버스정류장,01-046,,부산광역시 중구 중앙동4가 3-26,35.10403488,129.0373749,2.3908886,20231230
263,11,b,부산 경남고등학교 덕형관,시내버스,공영주차장버스정류장,,,부산광역시 서구 아미동2가 213-35,35.09910661,129.0131646,2.427236,20231230
264,11,b,부산 경남고등학교 덕형관,시내버스,한샘슈퍼버스정류장,,,부산광역시 서구 아미동2가 225-152,35.09915814,129.0119611,2.4522553,20231230
265,11,b,부산 경남고등학교 덕형관,시내버스,충무동버스정류장,,,부산광역시 서구 토성동1가 18629,35.0984451,129.0246836,2.4554252,20231230
266,11,b,부산 경남고등학교 덕형관,시내버스,고관입구버스정류장,03-098,,부산광역시 동구 수정동 1094-1,35.12670377,129.0458649,2.4575679,20231230
267,11,b,부산 경남고등학교 덕형관,시내버스,동구청버스정류장,,,부산광역시 동구 수정동 127-10,35.12774331,129.0455693,2.4687259,20231230
268,11,s1,부산 경남고등학교 덕형관,지하철(1호선),중앙역,,2번출구,부산광역시 중구 중앙동5가 3-26,35.1026101,129.03661,2.4690884,20231230
269,11,b,부산 경남고등학교 덕형관,시내버스,방사선과버스정류장,,,부산광역시 서구 초장동 20210,35.09780557,129.020651,2.4905586,20231230
270,11,b,부산 경남고등학교 덕형관,시내버스,대티역버스정류장,10-044,,부산광역시 사하구 괴정동 314-5,35.10394568,129.0011369,2.4945004,20231230
271,11,b,부산 경남고등학교 덕형관,시내버스,동부우체국버스정류장,,,부산광역시 동구 수정동 20852,35.12709059,129.0465474,2.5296485,20231230
272,11,b,부산 경남고등학교 덕형관,시내버스,동원빌라버스정류장,,,부산광역시 동구 수정동 515-1,35.13508674,129.0412397,2.5412124,20231230
273,11,b,부산 경남고등학교 덕형관,시내버스,수성초등학교버스정류장,03-029,,부산광역시 동구 수정동 523-68,35.13385264,129.0425195,2.5464911,20231230
274,11,b,부산 경남고등학교 덕형관,시내버스,동원빌라버스정류장,,,부산광역시 동구 수정동 515-3,35.13504284,129.0414304,2.5512342,20231230
275,11,b,부산 경남고등학교 덕형관,시내버스,연안여객부두버스정류장,01-050,,부산광역시 중구 중앙동5가 10-5,35.10142746,129.0367301,2.580918,20231230
276,11,b,부산 경남고등학교 덕형관,시내버스,남포동비프광장버스정류장,01-074,,부산광역시 중구 남포동5가 33,35.09812033,129.0288793,2.5832496,20231230
277,11,s1,부산 경남고등학교 덕형관,지하철(1호선),자갈치역,,5번출구,부산광역시 중구 남포동6가 117-1,35.09763203,129.0270826,2.5897141,20231230
278,11,b,부산 경남고등학교 덕형관,시내버스,충무동시장버스정류장,,,부산광역시 서구 토성동5가 40-15,35.09677556,129.0223886,2.6132158,20231230
279,11,b,부산 경남고등학교 덕형관,시내버스,시민약국버스정류장,,,부산광역시 동구 수정동 256-1,35.12892011,129.0467767,2.617859,20231230
280,11,b,부산 경남고등학교 덕형관,시내버스,괴정초등학교버스정류장,10-045,,부산광역시 사하구 괴정동 230,35.10316562,128.9995328,2.6583198,20231230
281,11,s1,부산 경남고등학교 덕형관,지하철(1호선),자갈치역,,2번출구,부산광역시 서구 충무동1가 117-1,35.0965658,129.0248166,2.6634696,20231230
282,11,b,부산 경남고등학교 덕형관,시내버스,부산진역버스정류장,,,부산광역시 동구 수정동 1-214,35.12802751,129.0477933,2.669975,20231230
283,11,b,부산 경남고등학교 덕형관,시내버스,남포동버스정류장,01-071,,부산광역시 중구 남포동4가 2-4,35.09820413,129.0318471,2.6710495,20231230
284,11,b,부산 경남고등학교 덕형관,시내버스,영천슈퍼버스정류장,,,부산광역시 동구 수정동 445-19,35.13555397,129.0427618,2.6805537,20231230
285,11,b,부산 경남고등학교 덕형관,시내버스,영천슈퍼버스정류장,,,부산광역시 동구 수정동 493-33,35.13567597,129.0427179,2.6861477,20231230
286,11,b,부산 경남고등학교 덕형관,시내버스,부산진역버스정류장,03-111,,부산광역시 동구 수정동 1-10,35.12822013,129.0479745,2.6925761,20231230
287,12,s1,부산 구 백제병원,지하철(1호선),자갈치역,,5번출구,부산광역시 중구 남포동6가 117-1,35.09763203,129.0270826,2.3314677,20231230
288,12,b,부산 구 백제병원,시내버스,부민석유버스정류장,,,부산광역시 서구 부용동2가 34029,35.10619433,129.0163404,2.3342496,20231230
289,12,b,부산 구 백제병원,시내버스,홈플러스버스정류장,04-141,,부산광역시 영도구 봉래동2가 151-1,35.09571676,129.0446494,2.34332,20231230
290,12,b,부산 구 백제병원,시내버스,홈플러스버스정류장,04-142,,부산광역시 영도구 봉래동3가 181-2,35.09565001,129.0448782,2.3553001,20231230
291,12,b,부산 구 백제병원,시내버스,부산대학병원버스정류장,02-063,,부산광역시 서구 토성동3가 3-6,35.10168904,129.0200464,2.3564187,20231230
292,12,b,부산 구 백제병원,시내버스,금성중고버스정류장,03-165,,부산광역시 동구 좌천동 780-1,35.13451816,129.052083,2.3601445,20231230
293,12,s1,부산 구 백제병원,지하철(1호선),토성역,,2번출구,부산광역시 서구 아미동1가 11-03,35.10188841,129.0197349,2.3620341,20231230
294,12,b,부산 구 백제병원,시내버스,충무동버스정류장,,,부산광역시 서구 토성동1가 18629,35.0984451,129.0246836,2.3632454,20231230
295,12,s1,부산 구 백제병원,지하철(1호선),좌천역,,2번출구,부산광역시 동구 좌천동 236,35.13359883,129.0539084,2.3647841,20231230
296,12,b,부산 구 백제병원,시내버스,대림APT버스정류장,,,부산광역시 서구 부민동3가 20-20,35.10443377,129.0172312,2.3663384,20231230
297,12,b,부산 구 백제병원,시내버스,정은빌라버스정류장,,,부산광역시 동구 수정동 410-111,35.13690821,129.045682,2.3790154,20231230
298,12,b,부산 구 백제병원,시내버스,부산대학병원버스정류장,02-064,,부산광역시 서구 토성동3가 3-30,35.10141253,129.0200159,2.3796537,20231230
299,12,b,부산 구 백제병원,시내버스,구덕초등학교버스정류장,02-002,,부산광역시 서구 서대신동3가 758,35.11963551,129.0129628,2.3857477,20231230
300,12,b,부산 구 백제병원,시내버스,서대신동역버스정류장,,,부산광역시 서구 서대신동3가 333-5,35.11191067,129.0130599,2.3963227,20231230
301,12,b,부산 구 백제병원,시내버스,좌천동농심가슈퍼버스정류장,03-018,,부산광역시 동구 좌천동 913-38,35.13677458,129.0473853,2.4099277,20231230
302,12,b,부산 구 백제병원,시내버스,미광APT버스정류장,,,부산광역시 영도구 봉래동3가 131-1,35.09447131,129.0442354,2.4707454,20231230
303,12,s1,부산 구 백제병원,지하철(1호선),토성역,,4번출구,부산광역시 서구 아미동1가 11-03,35.10050078,129.019623,2.4761842,20231230
304,12,s1,부산 구 백제병원,지하철(1호선),서대신역,,3번출구,부산광역시 서구 서대신동3가 338,35.1113328,129.0123103,2.4765501,20231230
305,12,s1,부산 구 백제병원,지하철(1호선),토성역,,5번출구,부산광역시 서구 토성동3가 11-03,35.1000163,129.0198995,2.4971398,20231230
306,12,b,부산 구 백제병원,시내버스,위생병원버스정류장,02-034,,부산광역시 서구 서대신동3가 597-7,35.11264497,129.0116638,2.5064684,20231230
307,12,b,부산 구 백제병원,시내버스,위생병원버스정류장,02-035,,부산광역시 서구 서대신동2가 394-7,35.11151969,129.0118202,2.5156149,20231230
308,12,s1,부산 구 백제병원,지하철(1호선),토성역,,6번출구,부산광역시 서구 아미동1가 11-03,35.10003748,129.0195763,2.5158524,20231230
309,12,s1,부산 구 백제병원,지하철(1호선),자갈치역,,2번출구,부산광역시 서구 충무동1가 117-1,35.0965658,129.0248166,2.5347828,20231230
310,12,s1,부산 구 백제병원,지하철(1호선),좌천역,,8번출구,부산광역시 동구 좌천동 236,35.13488243,129.0551825,2.5482619,20231230
311,12,b,부산 구 백제병원,시내버스,토성동역버스정류장,,,부산광역시 서구 아미동1가 3-21,35.09935823,129.0195524,2.5720111,20231230
312,12,b,부산 구 백제병원,시내버스,금호아파트버스정류장,,,부산광역시 서구 서대신동3가 36-73,35.11990453,129.01092,2.5739373,20231230
313,12,b,부산 구 백제병원,시내버스,부산서교회버스정류장,,,부산광역시 서구 부민동3가 54-297,35.10209923,129.0163862,2.580268,20231230
314,12,b,부산 구 백제병원,시내버스,영도봉래시장버스정류장,04-002,,부산광역시 영도구 봉래동2가 17593,35.09328302,129.0431482,2.5836463,20231230
315,12,b,부산 구 백제병원,시내버스,영도경찰서버스정류장,04-011,,부산광역시 영도구 대교동1가 64,35.09301221,129.0378381,2.5858957,20231230
316,12,b,부산 구 백제병원,시내버스,교통순찰대버스정류장,04-057,,부산광역시 영도구 봉래동3가 31929,35.09353294,129.0453646,2.594575,20231230
317,12,b,부산 구 백제병원,시내버스,한성맨션버스정류장,04-059,,부산광역시 영도구 봉래동5가 3,35.0950301,129.0507567,2.5959629,20231230
318,12,b,부산 구 백제병원,시내버스,봉래동로터리버스정류장,,,부산광역시 영도구 봉래동3가 107-1,35.09325441,129.0442125,2.6031352,20231230
319,12,b,부산 구 백제병원,시내버스,영도경찰서버스정류장,04-013,,부산광역시 영도구 대교동1가 79,35.09278149,129.0376321,2.6122715,20231230
320,12,b,부산 구 백제병원,시내버스,대교동버스정류장,04-010,,부산광역시 영도구 대교동1가 157-2,35.09269373,129.0387079,2.6196605,20231230
321,12,b,부산 구 백제병원,시내버스,충무동교차로버스정류장,02-089,,부산광역시 서구 충무동1가 14-124,35.09577238,129.0245229,2.6245344,20231230
322,12,b,부산 구 백제병원,시내버스,한성맨션버스정류장,04-060,,부산광역시 영도구 봉래동5가 26024,35.09450751,129.0501159,2.625632,20231230
323,12,b,부산 구 백제병원,시내버스,충무동시장버스정류장,,,부산광역시 서구 토성동5가 40-15,35.09677556,129.0223886,2.6337876,20231230
324,12,b,부산 구 백제병원,시내버스,방사선과버스정류장,,,부산광역시 서구 초장동 20210,35.09780557,129.020651,2.6367827,20231230
325,12,b,부산 구 백제병원,시내버스,부산대학병원버스정류장,,,부산광역시 서구 아미동2가 67-54,35.09973208,129.0179807,2.6426391,20231230
326,12,b,부산 구 백제병원,시내버스,연성APT버스정류장,,,부산광역시 서구 서대신동2가 522-109,35.10770113,129.011677,2.6495394,20231230
327,12,b,부산 구 백제병원,시내버스,서구노인정버스정류장,,,부산광역시 서구 서대신동2가 522-72,35.10658337,129.012213,2.6520154,20231230
328,12,b,부산 구 백제병원,시내버스,대명빌라버스정류장,,,부산광역시 서구 서대신동3가 161-21,35.11727041,129.0095848,2.6655907,20231230
329,12,b,부산 구 백제병원,시내버스,효목빌라버스정류장,,,부산광역시 서구 서대신동3가 산33-39,35.1184263,129.0094094,2.6900029,20231230
330,13,b,부산 국립일제강제동원역사관,시내버스,문현로타리버스정류장,,,부산광역시 남구 문현동 359-1,35.13714436,129.0716259,2.3306329,20231230
331,13,b,부산 국립일제강제동원역사관,시내버스,문현교차로버스정류장,07-045,,부산광역시 남구 문현동 896-1,35.13477173,129.0675022,2.5089992,20231230
332,13,b,부산 국립일제강제동원역사관,시내버스,곱창골목입구버스정류장,,,부산광역시 남구 문현동 888-6,35.13553083,129.067876,2.5187566,20231230
333,13,b,부산 국립일제강제동원역사관,시내버스,문현교차로버스정류장,07-044,,부산광역시 남구 문현동 821,35.13476593,129.0668422,2.5623056,20231230
334,13,b,부산 국립일제강제동원역사관,시내버스,삼익유수풀장버스정류장,,,부산광역시 수영구 남천동 148-8,35.13962147,129.1142822,2.62783,20231230
335,13,b,부산 국립일제강제동원역사관,시내버스,삼익타워버스정류장,,,부산광역시 수영구 남천동 148-49,35.14127334,129.1130806,2.6696703,20231230
336,13,b,부산 국립일제강제동원역사관,시내버스,벽산아파트버스정류장,,,부산광역시 남구 용호동 776,35.10995443,129.1155844,2.6817865,20231230
337,14,s4,부산 금수복국,광역전철(동해선),신해운대역,,2번출구,부산광역시 해운대구 좌동 132,35.1814422,129.1770406,2.4034664,20231230
338,14,s4,부산 금수복국,광역전철(동해선),신해운대역,,,부산광역시 해운대구 좌동 132,35.18173269,129.1769106,2.4264246,20231230
339,14,b,부산 금수복국,시내버스,해강중고교버스정류장,09-320,,부산광역시 해운대구 우동 1417-1,35.16349379,129.136551,2.5426029,20231230
340,14,b,부산 금수복국,시내버스,시립미술관벡스코버스정류장,70-008,,부산광역시 해운대구 우동 1127-45,35.16723789,129.1364672,2.6031323,20231230
341,15,b,부산 마라톤집,시내버스,하마정버스정류장,05-027,,부산광역시 부산진구 양정동 489-14,35.17431373,129.0672325,2.3255978,20231230
342,15,b,부산 마라톤집,시내버스,당감4동주민센터버스정류장,05-082,,부산광역시 부산진구 당감동 751-11,35.16767779,129.0366569,2.3260408,20231230
343,15,b,부산 마라톤집,시내버스,양정고버스정류장,,,부산광역시 부산진구 양정동 73-92,35.17017787,129.0749834,2.334287,20231230
344,15,b,부산 마라톤집,시내버스,금성중고버스정류장,03-165,,부산광역시 동구 좌천동 780-1,35.13451816,129.052083,2.3344727,20231230
345,15,b,부산 마라톤집,시내버스,진여고버스정류장,,,부산광역시 부산진구 양정동 산31-2,35.16989182,129.0754183,2.3395194,20231230
346,15,s1,부산 마라톤집,지하철(1호선),양정역,,3번출구,부산광역시 부산진구 양정동 408-4,35.17299697,129.0707301,2.3432318,20231230
347,15,b,부산 마라톤집,시내버스,만민교회버스정류장,,,부산광역시 부산진구 당감동 368-1,35.16505518,129.0343108,2.3492237,20231230
348,15,b,부산 마라톤집,시내버스,협성피닉스버스정류장,05-067,,부산광역시 부산진구 부암동 528-1,35.16996472,129.0385109,2.3638362,20231230
349,15,b,부산 마라톤집,시내버스,당감4동주민센터버스정류장,05-320,,부산광역시 부산진구 부암동 504,35.16834354,129.0367561,2.3641979,20231230
350,15,b,부산 마라톤집,시내버스,협성피닉스버스정류장,05-066,,부산광역시 부산진구 부암동 537,35.17012112,129.0386902,2.3644533,20231230
351,15,b,부산 마라톤집,시내버스,개금주공아파트버스정류장,05-150,,부산광역시 부산진구 개금동 569-2,35.1587247,129.0312684,2.3833264,20231230
352,15,b,부산 마라톤집,시내버스,곱창골목입구버스정류장,,,부산광역시 남구 문현동 888-6,35.13553083,129.067876,2.3867569,20231230
353,15,b,부산 마라톤집,시내버스,문현로타리버스정류장,,,부산광역시 남구 문현동 359-1,35.13714436,129.0716259,2.3940658,20231230
354,15,s1,부산 마라톤집,지하철(1호선),좌천역,,2번출구,부산광역시 동구 좌천동 236,35.13359883,129.0539084,2.409178,20231230
355,15,b,부산 마라톤집,시내버스,수정5동삼거리버스정류장,,,부산광역시 동구 수정동 427-39,35.13555969,129.0456591,2.4099416,20231230
356,15,s1,부산 마라톤집,지하철(1호선),양정역,,6번출구,부산광역시 부산진구 양정동 408-4,35.17328124,129.0717869,2.4216997,20231230
357,15,b,부산 마라톤집,시내버스,문현교차로버스정류장,07-044,,부산광역시 남구 문현동 821,35.13476593,129.0668422,2.4287662,20231230
358,15,b,부산 마라톤집,시내버스,동의의료원외버스정류장,,,부산광역시 부산진구 양정동 35-37,35.17034003,129.0763377,2.4341121,20231230
359,15,b,부산 마라톤집,시내버스,수정5동삼거리버스정류장,,,부산광역시 동구 수정동 430-18,35.13523728,129.0455732,2.445664,20231230
360,15,b,부산 마라톤집,시내버스,동의의료원사거리버스정류장,,,부산광역시 부산진구 양정동 26390,35.17196702,129.0744208,2.4477824,20231230
361,15,b,부산 마라톤집,시내버스,문현교차로버스정류장,07-045,,부산광역시 남구 문현동 896-1,35.13477173,129.0675022,2.4506759,20231230
362,15,b,부산 마라톤집,시내버스,자연대R버스정류장,,,부산광역시 부산진구 가야동 467,35.14339709,129.0341712,2.4585085,20231230
363,15,b,부산 마라톤집,시내버스,부암교회버스정류장,05-172,,부산광역시 부산진구 부암동 500,35.16999912,129.0363689,2.5093148,20231230
364,15,b,부산 마라톤집,시내버스,가야전신전화국버스정류장,05-139,,부산광역시 부산진구 가야동 158,35.15264221,129.0295517,2.5202231,20231230
365,15,b,부산 마라톤집,시내버스,백양로교회앞버스정류장,05-095,,부산광역시 부산진구 당감동 515-1,35.16419888,129.03165,2.5255519,20231230
366,15,b,부산 마라톤집,시내버스,영천슈퍼버스정류장,,,부산광역시 동구 수정동 493-33,35.13567597,129.0427179,2.5258805,20231230
367,15,b,부산 마라톤집,시내버스,영천슈퍼버스정류장,,,부산광역시 동구 수정동 445-19,35.13555397,129.0427618,2.5354388,20231230
368,15,b,부산 마라톤집,시내버스,가야2동새마을금고버스정류장,05-140,,부산광역시 부산진구 가야동 599-10,35.15095417,129.0294906,2.5529624,20231230
